Time	Aircraft Simulation Altitude	Aircraft Simulation Position Z	Aircraft Simulation Net Global Force X	Aircraft Simulation Net Global Force Y	Aircraft Simulation Net Global Force Z	Aircraft Simulation Airspeed
179.8	14.52289	1829.728	0	0	0	11.33335
179.9	14.47231	1830.863	0	0	0	11.34312
180	14.42087	1831.998	0	0	0	11.35359
180.1	14.36867	1833.134	0	0	0	11.36468
180.2	14.31583	1834.269	0	0	0	11.37621
180.3	14.26242	1835.404	0	0	0	11.38823
180.4	14.20854	1836.544	0	0	0	11.40043
180.5	14.15434	1837.685	0	0	0	11.41291
180.6	14.0999	1838.827	0	0	0	11.42556
180.7	14.04531	1839.968	0	0	0	11.43812
180.8	13.99068	1841.109	0	0	0	11.45072
180.9	13.93614	1842.256	0	0	0	11.46321
181	13.88183	1843.404	0	0	0	11.47539
181.1	13.82784	1844.551	0	0	0	11.48723
181.2	13.77426	1845.698	0	0	0	11.49885
181.3	13.72114	1846.846	0	0	0	11.50988
181.4	13.66856	1847.998	0	0	0	11.52034
181.5	13.61666	1849.151	0	0	0	11.53017
181.6	13.56551	1850.305	0	0	0	11.53945
181.7	13.51523	1851.458	0	0	0	11.54793
181.8	13.46587	1852.612	0	0	0	11.55566
181.9	13.41746	1853.766	0	0	0	11.56239
182	13.37004	1854.919	0	0	0	11.56833
182.1	13.32364	1856.076	0	0	0	11.57334
182.2	13.27835	1857.235	0	0	0	11.57731
182.3	13.23416	1858.395	0	0	0	11.58044
182.4	13.19108	1859.555	0	0	0	11.58256
182.5	13.14913	1860.714	0	0	0	11.58372
182.6	13.10829	1861.874	0	0	0	11.58395
182.7	13.06855	1863.033	0	0	0	11.58323
182.8	13.02987	1864.193	0	0	0	11.58156
182.9	12.99229	1865.352	0	0	0	11.57907
183	12.95577	1866.512	0	0	0	11.57571
183.1	12.92028	1867.672	0	0	0	11.57152
183.2	12.8858	1868.831	0	0	0	11.56649
183.3	12.85226	1869.985	0	0	0	11.56066
183.4	12.81958	1871.138	0	0	0	11.55419
183.5	12.78773	1872.292	0	0	0	11.54697
183.6	12.75662	1873.445	0	0	0	11.53915
183.7	12.72621	1874.599	0	0	0	11.53077
183.8	12.69644	1875.752	0	0	0	11.52194
183.9	12.66724	1876.906	0	0	0	11.51262
184	12.63856	1878.058	0	0	0	11.50294
184.1	12.61025	1879.206	0	0	0	11.49287
184.2	12.58225	1880.353	0	0	0	11.48268
184.3	12.55448	1881.5	0	0	0	11.47231
184.4	12.52686	1882.648	0	0	0	11.4618
184.5	12.49932	1883.795	0	0	0	11.45125
184.6	12.47178	1884.941	0	0	0	11.44077
184.7	12.44418	1886.083	0	0	0	11.43042
184.8	12.41641	1887.224	0	0	0	11.4202
184.9	12.38841	1888.365	0	0	0	11.41025
185	12.3601	1889.507	0	0	0	11.40056
185.1	12.33143	1890.648	0	0	0	11.39129
185.2	12.30231	1891.789	0	0	0	11.38248
185.3	12.2726	1892.924	0	0	0	11.37414
185.4	12.24222	1894.06	0	0	0	11.3663
185.5	12.21111	1895.195	0	0	0	11.35926
185.6	12.17922	1896.33	0	0	0	11.35283
185.7	12.14649	1897.466	0	0	0	11.3472
185.8	12.11287	1898.601	0	0	0	11.34231
185.9	12.07834	1899.736	0	0	0	11.33827
186	12.04289	1900.872	0	0	0	11.335
186.1	12.00648	1902.007	0	0	0	11.3326
186.2	11.96911	1903.142	0	0	0	11.33103
186.3	11.93076	1904.278	0	0	0	11.33024
186.4	11.89143	1905.413	0	0	0	11.33041
186.5	11.85114	1906.548	0	0	0	11.33138
186.6	11.80989	1907.684	0	0	0	11.33313
186.7	11.76768	1908.819	0	0	0	11.33571
186.8	11.72449	1909.954	0	0	0	11.33907
186.9	11.68038	1911.09	0	0	0	11.34318
187	11.63535	1912.225	0	0	0	11.34804
187.1	11.58946	1913.36	0	0	0	11.35361
187.2	11.54274	1914.496	0	0	0	11.35985
187.3	11.49527	1915.631	0	0	0	11.36683
187.4	11.44707	1916.766	0	0	0	11.37426
187.5	11.39822	1917.902	0	0	0	11.38231
187.6	11.34877	1919.038	0	0	0	11.39076
187.7	11.29885	1920.179	0	0	0	11.39968
187.8	11.24857	1921.32	0	0	0	11.40885
187.9	11.19799	1922.462	0	0	0	11.41824
188	11.14719	1923.603	0	0	0	11.42777
188.1	11.09626	1924.745	0	0	0	11.43739
188.2	11.04527	1925.886	0	0	0	11.44705
188.3	10.99431	1927.031	0	0	0	11.45661
188.4	10.94349	1928.178	0	0	0	11.46602
188.5	10.89288	1929.326	0	0	0	11.47518
188.6	10.84254	1930.473	0	0	0	11.48407
188.7	10.79255	1931.621	0	0	0	11.49259
188.8	10.74297	1932.768	0	0	0	11.50068
188.9	10.69386	1933.915	0	0	0	11.50826
189	10.6453	1935.067	0	0	0	11.51552
189.1	10.59738	1936.221	0	0	0	11.52209
189.2	10.55014	1937.374	0	0	0	11.528
189.3	10.50358	1938.528	0	0	0	11.53338
189.4	10.45776	1939.681	0	0	0	11.53798
189.5	10.41269	1940.835	0	0	0	11.54202
189.6	10.36839	1941.988	0	0	0	11.54535
189.7	10.32488	1943.142	0	0	0	11.54802
189.8	10.28214	1944.295	0	0	0	11.54991
189.9	10.24018	1945.449	0	0	0	11.55125
190	10.19901	1946.602	0	0	0	11.55182
190.1	10.1586	1947.756	0	0	0	11.55178
190.2	10.11894	1948.909	0	0	0	11.55105
190.3	10.08	1950.063	0	0	0	11.54976
190.4	10.04182	1951.216	0	0	0	11.54787
190.5	10.00437	1952.37	0	0	0	11.5454
190.6	9.967629	1953.523	0	0	0	11.54228
190.7	9.931574	1954.677	0	0	0	11.53864
190.8	9.896189	1955.83	0	0	0	11.53451
190.9	9.861451	1956.984	0	0	0	11.52984
191	9.827325	1958.137	0	0	0	11.52468
191.1	9.79377	1959.291	0	0	0	11.51901
191.2	9.760764	1960.444	0	0	0	11.51297
191.3	9.728276	1961.598	0	0	0	11.50648
191.4	9.696235	1962.746	0	0	0	11.49972
191.5	9.664528	1963.894	0	0	0	11.49257
191.6	9.633112	1965.041	0	0	0	11.4852
191.7	9.601937	1966.189	0	0	0	11.47774
191.8	9.570949	1967.336	0	0	0	11.47014
191.9	9.540059	1968.484	0	0	0	11.46245
192	9.509227	1969.631	0	0	0	11.45471
192.1	9.478392	1970.778	0	0	0	11.44705
192.2	9.447513	1971.922	0	0	0	11.43948
192.3	9.416478	1973.063	0	0	0	11.43203
192.4	9.385239	1974.205	0	0	0	11.42477
192.5	9.353739	1975.346	0	0	0	11.41781
192.6	9.321927	1976.488	0	0	0	11.41112
192.7	9.289742	1977.629	0	0	0	11.40477
192.8	9.257132	1978.77	0	0	0	11.39875
192.9	9.224083	1979.912	0	0	0	11.39319
193	9.190577	1981.053	0	0	0	11.38815
193.1	9.156559	1982.193	0	0	0	11.38351
193.2	9.121936	1983.329	0	0	0	11.37931
193.3	9.086652	1984.464	0	0	0	11.37576
193.4	9.050687	1985.599	0	0	0	11.37274
193.5	9.014016	1986.734	0	0	0	11.37035
193.6	8.976606	1987.87	0	0	0	11.36857
193.7	8.938439	1989.005	0	0	0	11.36748
193.8	8.899508	1990.141	0	0	0	11.36701
193.9	8.85983	1991.276	0	0	0	11.36727
194	8.819393	1992.411	0	0	0	11.36812
194.1	8.778203	1993.546	0	0	0	11.36963
194.2	8.736259	1994.682	0	0	0	11.37169
194.3	8.693557	1995.817	0	0	0	11.37448
194.4	8.650124	1996.952	0	0	0	11.37776
194.5	8.605976	1998.088	0	0	0	11.38172
194.6	8.561139	1999.223	0	0	0	11.38611
194.7	8.515667	2000.362	0	0	0	11.39115
194.8	8.469669	2001.503	0	0	0	11.39657
194.9	8.423194	2002.645	0	0	0	11.40245
195	8.376288	2003.786	0	0	0	11.40867
195.1	8.329008	2004.927	0	0	0	11.4151
195.2	8.281435	2006.069	0	0	0	11.42185
195.3	8.233635	2007.21	0	0	0	11.42877
195.4	8.185645	2008.352	0	0	0	11.43583
195.5	8.137498	2009.493	0	0	0	11.44291
195.6	8.089248	2010.635	0	0	0	11.44998
195.7	8.04103	2011.782	0	0	0	11.45709
195.8	7.992943	2012.929	0	0	0	11.46406
195.9	7.945049	2014.077	0	0	0	11.47088
196	7.897385	2015.224	0	0	0	11.47752
196.1	7.849976	2016.372	0	0	0	11.48382
196.2	7.802843	2017.519	0	0	0	11.48981
196.3	7.756019	2018.667	0	0	0	11.49551
196.4	7.70955	2019.814	0	0	0	11.50085
196.5	7.663493	2020.961	0	0	0	11.50582
196.6	7.617866	2022.11	0	0	0	11.51051
196.7	7.572738	2023.264	0	0	0	11.51462
196.8	7.528137	2024.417	0	0	0	11.51823
196.9	7.484105	2025.571	0	0	0	11.52152
197	7.440671	2026.724	0	0	0	11.52423
197.1	7.39784	2027.878	0	0	0	11.52635
197.2	7.355619	2029.031	0	0	0	11.52804
197.3	7.314014	2030.185	0	0	0	11.5291
197.4	7.273033	2031.338	0	0	0	11.52968
197.5	7.232662	2032.492	0	0	0	11.52974
197.6	7.192877	2033.646	0	0	0	11.52918
197.7	7.153697	2034.799	0	0	0	11.52829
197.8	7.115129	2035.953	0	0	0	11.52687
197.9	7.077157	2037.106	0	0	0	11.52492
198	7.039762	2038.26	0	0	0	11.52255
198.1	7.002925	2039.413	0	0	0	11.5196
198.2	6.966643	2040.567	0	0	0	11.51633
198.3	6.930901	2041.72	0	0	0	11.51258
198.4	6.895675	2042.874	0	0	0	11.50842
198.5	6.860929	2044.024	0	0	0	11.50389
198.6	6.826571	2045.172	0	0	0	11.49901
198.7	6.792579	2046.319	0	0	0	11.49387
198.8	6.758906	2047.467	0	0	0	11.48848
198.9	6.725496	2048.614	0	0	0	11.48276
199	6.692316	2049.762	0	0	0	11.47698
199.1	6.659347	2050.909	0	0	0	11.47106
199.2	6.62656	2052.057	0	0	0	11.465
199.3	6.593925	2053.204	0	0	0	11.45879
199.4	6.561417	2054.352	0	0	0	11.4525
199.5	6.529032	2055.499	0	0	0	11.44619
199.6	6.496761	2056.646	0	0	0	11.43981
199.7	6.464589	2057.794	0	0	0	11.4334
199.8	6.432491	2058.941	0	0	0	11.42693
199.9	6.400456	2060.089	0	0	0	11.42041
200	6.368487	2061.236	0	0	0	11.41396
200.1	6.336493	2062.373	0	0	0	11.40751
200.2	6.30435	2063.508	0	0	0	11.40114
200.3	6.272029	2064.643	0	0	0	11.39495
200.4	6.239471	2065.778	0	0	0	11.38902
200.5	6.206626	2066.914	0	0	0	11.38333
200.6	6.173428	2068.049	0	0	0	11.37799
200.7	6.139812	2069.184	0	0	0	11.37303
200.8	6.105723	2070.319	0	0	0	11.3685
200.9	6.071105	2071.455	0	0	0	11.3645
201	6.035884	2072.59	0	0	0	11.36095
201.1	6.000035	2073.725	0	0	0	11.35773
201.2	5.963568	2074.861	0	0	0	11.35529
201.3	5.926489	2075.996	0	0	0	11.35345
201.4	5.888773	2077.131	0	0	0	11.35214
201.5	5.850357	2078.267	0	0	0	11.35134
201.6	5.811231	2079.402	0	0	0	11.35105
201.7	5.771428	2080.537	0	0	0	11.35152
201.8	5.730967	2081.672	0	0	0	11.35263
201.9	5.689823	2082.808	0	0	0	11.35427
202	5.647993	2083.943	0	0	0	11.35623
202.1	5.605515	2085.078	0	0	0	11.35897
202.2	5.562428	2086.214	0	0	0	11.36228
202.3	5.518733	2087.349	0	0	0	11.36607
202.4	5.474418	2088.484	0	0	0	11.37016
202.5	5.429522	2089.62	0	0	0	11.37475
202.6	5.384109	2090.755	0	0	0	11.37989
202.7	5.338216	2091.89	0	0	0	11.38545
202.8	5.291835	2093.025	0	0	0	11.39136
202.9	5.244972	2094.161	0	0	0	11.39739
203	5.197693	2095.296	0	0	0	11.4039
203.1	5.150078	2096.431	0	0	0	11.41073
203.2	5.102182	2097.566	0	0	0	11.41776
203.3	5.054076	2098.711	0	0	0	11.42495
203.4	5.005898	2099.858	0	0	0	11.43218
203.5	4.957678	2101.006	0	0	0	11.43944
203.6	4.909455	2102.153	0	0	0	11.4467
203.7	4.861252	2103.301	0	0	0	11.45385
203.8	4.813125	2104.448	0	0	0	11.46087
203.9	4.765123	2105.595	0	0	0	11.4678
204	4.717298	2106.743	0	0	0	11.47449
204.1	4.669697	2107.89	0	0	0	11.48095
204.2	4.622362	2109.038	0	0	0	11.48713
204.3	4.575357	2110.185	0	0	0	11.49298
204.4	4.528743	2111.333	0	0	0	11.49849
204.5	4.482573	2112.48	0	0	0	11.50358
204.6	4.436903	2113.628	0	0	0	11.50815
204.7	4.39179	2114.775	0	0	0	11.51242
204.8	4.347243	2115.922	0	0	0	11.51623
204.9	4.303239	2117.07	0	0	0	11.51938
205	4.259773	2118.217	0	0	0	11.52205
205.1	4.216871	2119.365	0	0	0	11.52421
205.2	4.174592	2120.512	0	0	0	11.52583
205.3	4.132968	2121.659	0	0	0	11.52716
205.4	4.091964	2122.807	0	0	0	11.52776
205.5	4.051542	2123.954	0	0	0	11.52775
205.6	4.011706	2125.102	0	0	0	11.52727
205.7	3.972493	2126.249	0	0	0	11.52628
205.8	3.933919	2127.396	0	0	0	11.52496
205.9	3.895943	2128.544	0	0	0	11.52301
206	3.858523	2129.691	0	0	0	11.52046
206.1	3.82166	2130.839	0	0	0	11.5175
206.2	3.78538	2131.986	0	0	0	11.51411
206.3	3.749664	2133.134	0	0	0	11.51049
206.4	3.714461	2134.281	0	0	0	11.50624
206.5	3.679724	2135.428	0	0	0	11.50161
206.6	3.645442	2136.576	0	0	0	11.4966
206.7	3.611622	2137.723	0	0	0	11.49124
206.8	3.578249	2138.871	0	0	0	11.48574
206.9	3.545268	2140.018	0	0	0	11.4798
207	3.51261	2141.166	0	0	0	11.47358
207.1	3.48022	2142.313	0	0	0	11.46715
207.2	3.448063	2143.46	0	0	0	11.46051
207.3	3.416128	2144.608	0	0	0	11.45374
207.4	3.384412	2145.755	0	0	0	11.44688
207.5	3.352902	2146.903	0	0	0	11.43983
207.6	3.321553	2148.05	0	0	0	11.43295
207.7	3.290252	2149.198	0	0	0	11.42589
207.8	3.258898	2150.345	0	0	0	11.41881
207.9	3.227418	2151.489	0	0	0	11.41192
208	3.195642	2152.625	0	0	0	11.40508
208.1	3.163563	2153.76	0	0	0	11.39855
208.2	3.131207	2154.895	0	0	0	11.39242
208.3	3.09856	2156.031	0	0	0	11.38661
208.4	3.065563	2157.166	0	0	0	11.38107
208.5	3.032138	2158.301	0	0	0	11.37593
208.6	2.998216	2159.436	0	0	0	11.3712
208.7	2.963744	2160.572	0	0	0	11.36701
208.8	2.928667	2161.707	0	0	0	11.3634
208.9	2.892954	2162.842	0	0	0	11.36005
209	2.856617	2163.978	0	0	0	11.3574
209.1	2.819672	2165.113	0	0	0	11.35543
209.2	2.782105	2166.248	0	0	0	11.35401
209.3	2.743868	2167.384	0	0	0	11.35309
209.4	2.704927	2168.519	0	0	0	11.35261
209.5	2.665302	2169.654	0	0	0	11.35288
209.6	2.625023	2170.789	0	0	0	11.3538
209.7	2.584075	2171.925	0	0	0	11.35531
209.8	2.542438	2173.06	0	0	0	11.35715
209.9	2.500137	2174.195	0	0	0	11.35963
210	2.457217	2175.331	0	0	0	11.36279
210.1	2.413692	2176.466	0	0	0	11.36646
210.2	2.36955	2177.601	0	0	0	11.37043
210.3	2.324819	2178.737	0	0	0	11.37487
210.4	2.279549	2179.872	0	0	0	11.37984
210.5	2.233795	2181.007	0	0	0	11.38526
210.6	2.187564	2182.142	0	0	0	11.39107
210.7	2.140845	2183.278	0	0	0	11.39707
210.8	2.093687	2184.413	0	0	0	11.40337
210.9	2.046171	2185.548	0	0	0	11.41014
211	1.998362	2186.684	0	0	0	11.41711
211.1	1.950325	2187.827	0	0	0	11.42423
211.2	1.9022	2188.974	0	0	0	11.4314
211.3	1.854022	2190.122	0	0	0	11.43858
211.4	1.805859	2191.269	0	0	0	11.44577
211.5	1.75777	2192.417	0	0	0	11.45287
211.6	1.709805	2193.564	0	0	0	11.45978
211.7	1.662014	2194.711	0	0	0	11.46651
211.8	1.614446	2195.859	0	0	0	11.47304
211.9	1.567146	2197.006	0	0	0	11.47924
212	1.520163	2198.154	0	0	0	11.48514
212.1	1.473541	2199.301	0	0	0	11.49069
212.2	1.427346	2200.449	0	0	0	11.49584
212.3	1.381646	2201.596	0	0	0	11.50054
212.4	1.336474	2202.743	0	0	0	11.50499
212.5	1.291811	2203.891	0	0	0	11.50879
212.6	1.247634	2205.038	0	0	0	11.51213
212.7	1.203955	2206.186	0	0	0	11.51505
212.8	1.160814	2207.333	0	0	0	11.51744
212.9	1.11826	2208.481	0	0	0	11.51935
213	1.076342	2209.628	0	0	0	11.52089
213.1	1.035053	2210.775	0	0	0	11.52183
213.2	0.9943559	2211.923	0	0	0	11.52216
213.3	0.9542285	2213.07	0	0	0	11.52196
213.4	0.9146883	2214.218	0	0	0	11.52122
213.5	0.875773	2215.365	0	0	0	11.52021
213.6	0.8374582	2216.512	0	0	0	11.51864
213.7	0.7996939	2217.66	0	0	0	11.51647
213.8	0.7624393	2218.807	0	0	0	11.51385
213.9	0.725702	2219.955	0	0	0	11.51079
214	0.689513	2221.102	0	0	0	11.50747
214.1	0.6538392	2222.25	0	0	0	11.50381
214.2	0.6186122	2223.397	0	0	0	11.49962
214.3	0.5837776	2224.544	0	0	0	11.49505
214.4	0.549327	2225.692	0	0	0	11.49026
214.5	0.5152727	2226.839	0	0	0	11.48512
214.6	0.4816201	2227.987	0	0	0	11.4798
214.7	0.4483135	2229.134	0	0	0	11.47426
214.8	0.4152849	2230.281	0	0	0	11.46836
214.9	0.3824791	2231.429	0	0	0	11.46231
215	0.3498597	2232.576	0	0	0	11.45614
215.1	0.317404	2233.724	0	0	0	11.44982
215.2	0.2851033	2234.871	0	0	0	11.44344
215.3	0.2529483	2236.019	0	0	0	11.43702
215.4	0.2209227	2237.166	0	0	0	11.43047
215.5	0.1889973	2238.314	0	0	0	11.4239
215.6	0.157149	2239.461	0	0	0	11.41725
215.7	0.1253359	2240.603	0	0	0	11.41084
215.8	0.09334662	2241.739	0	0	0	11.40433
215.9	0.06111355	2242.874	0	0	0	11.39794
216	0.02860748	2244.009	0	0	0	11.39187
216.1	-0.004192606	2245.145	0	0	0	11.38617
216.2	-0.03733068	2246.28	0	0	0	11.38079
216.3	-0.07087239	2247.415	0	0	0	11.37574
216.4	-0.1048904	2248.55	0	0	0	11.37115
216.5	-0.1394534	2249.686	0	0	0	11.36703
216.6	-0.1746177	2250.821	0	0	0	11.36343
216.7	-0.2104063	2251.956	0	0	0	11.36018
216.8	-0.2468122	2253.092	0	0	0	11.35763
216.9	-0.2838205	2254.227	0	0	0	11.35565
217	-0.3214436	2255.362	0	0	0	11.35429
217.1	-0.3597254	2256.498	0	0	0	11.35343
217.2	-0.3986835	2257.633	0	0	0	11.35294
217.3	-0.4383038	2258.768	0	0	0	11.35323
217.4	-0.4785622	2259.903	0	0	0	11.35411
217.5	-0.5194611	2261.039	0	0	0	11.35557
217.6	-0.5610262	2262.174	0	0	0	11.3574
217.7	-0.6032396	2263.309	0	0	0	11.35981
217.8	-0.6460618	2264.445	0	0	0	11.36282
217.9	-0.6894672	2265.58	0	0	0	11.36642
218	-0.7334675	2266.715	0	0	0	11.37038
218.1	-0.7780488	2267.851	0	0	0	11.37461
218.2	-0.8231655	2268.986	0	0	0	11.37945
218.3	-0.8687615	2270.121	0	0	0	11.38473
218.4	-0.9148108	2271.256	0	0	0	11.39037
218.5	-0.9613265	2272.392	0	0	0	11.39636
218.6	-1.008289	2273.527	0	0	0	11.40242
218.7	-1.05563	2274.662	0	0	0	11.40895
218.8	-1.103269	2275.798	0	0	0	11.41583
218.9	-1.151149	2276.938	0	0	0	11.42282
219	-1.19912	2278.086	0	0	0	11.42986
219.1	-1.247157	2279.233	0	0	0	11.43695
219.2	-1.295205	2280.381	0	0	0	11.44402
219.3	-1.343195	2281.528	0	0	0	11.45104
219.4	-1.391074	2282.676	0	0	0	11.45792
219.5	-1.4388	2283.823	0	0	0	11.46458
219.6	-1.48632	2284.971	0	0	0	11.47104
219.7	-1.533581	2286.118	0	0	0	11.47727
219.8	-1.580531	2287.266	0	0	0	11.48314
219.9	-1.627125	2288.413	0	0	0	11.48868
220	-1.673305	2289.561	0	0	0	11.49381
220.1	-1.719	2290.708	0	0	0	11.49852
220.2	-1.764172	2291.855	0	0	0	11.50299
220.3	-1.808846	2293.003	0	0	0	11.50686
220.4	-1.853054	2294.15	0	0	0	11.51021
220.5	-1.896791	2295.298	0	0	0	11.51318
220.6	-1.940017	2296.445	0	0	0	11.51569
220.7	-1.982682	2297.593	0	0	0	11.51769
220.8	-2.024744	2298.74	0	0	0	11.5193
220.9	-2.0662	2299.887	0	0	0	11.52042
221	-2.107074	2301.035	0	0	0	11.5209
221.1	-2.147379	2302.182	0	0	0	11.52088
221.2	-2.187109	2303.33	0	0	0	11.52034
221.3	-2.226226	2304.477	0	0	0	11.51936
221.4	-2.264734	2305.624	0	0	0	11.51804
221.5	-2.302673	2306.771	0	0	0	11.51606
221.6	-2.340087	2307.919	0	0	0	11.51357
221.7	-2.37699	2309.066	0	0	0	11.51067
221.8	-2.413356	2310.214	0	0	0	11.50738
221.9	-2.44919	2311.361	0	0	0	11.5039
222	-2.484553	2312.509	0	0	0	11.49989
222.1	-2.519514	2313.656	0	0	0	11.49545
222.2	-2.554101	2314.803	0	0	0	11.4907
222.3	-2.588303	2315.951	0	0	0	11.48573
222.4	-2.622109	2317.098	0	0	0	11.48041
222.5	-2.65555	2318.246	0	0	0	11.47509
222.6	-2.688708	2319.393	0	0	0	11.46932
222.7	-2.721647	2320.541	0	0	0	11.46335
222.8	-2.754405	2321.688	0	0	0	11.45728
222.9	-2.787002	2322.835	0	0	0	11.45112
223	-2.819456	2323.983	0	0	0	11.44483
223.1	-2.851773	2325.13	0	0	0	11.43851
223.2	-2.883963	2326.278	0	0	0	11.43214
223.3	-2.916049	2327.425	0	0	0	11.42567
223.4	-2.948061	2328.573	0	0	0	11.4192
223.5	-2.980017	2329.719	0	0	0	11.41266
223.6	-3.012047	2330.854	0	0	0	11.40635
223.7	-3.04424	2331.989	0	0	0	11.39999
223.8	-3.076648	2333.125	0	0	0	11.39385
223.9	-3.109317	2334.26	0	0	0	11.38795
224	-3.142291	2335.395	0	0	0	11.38243
224.1	-3.175626	2336.53	0	0	0	11.37722
224.2	-3.209388	2337.666	0	0	0	11.37238
224.3	-3.243645	2338.801	0	0	0	11.36802
224.4	-3.278465	2339.936	0	0	0	11.36416
224.5	-3.313901	2341.072	0	0	0	11.36068
224.6	-3.349963	2342.207	0	0	0	11.35775
224.7	-3.386635	2343.342	0	0	0	11.35548
224.8	-3.423919	2344.477	0	0	0	11.35376
224.9	-3.461838	2345.613	0	0	0	11.35267
225	-3.500431	2346.748	0	0	0	11.35196
